miRNA,lncRNA,mRNA
hsa-miR-1299,RP5-935K16.1,TRIP11
hsa-miR-1299,RP5-935K16.1,OAS3
hsa-miR-1299,RP5-935K16.1,NUDT21
hsa-miR-1299,RP5-935K16.1,NDRG4
hsa-miR-1299,RP5-935K16.1,PRLR
hsa-miR-1299,RP5-935K16.1,MLLT4
hsa-miR-1299,RP5-935K16.1,STRN4
hsa-miR-1299,RP5-935K16.1,PRDM2
hsa-miR-1299,RP5-935K16.1,YOD1
hsa-miR-1299,RP5-935K16.1,PLK1
hsa-miR-1299,RP5-935K16.1,RBMS3
hsa-miR-1299,RP5-935K16.1,ZFR
hsa-miR-1299,RP5-935K16.1,MAX
hsa-miR-1299,RP5-935K16.1,RALBP1
hsa-miR-1299,RP5-935K16.1,BEND4
hsa-miR-1299,RP5-935K16.1,MRPL20
hsa-miR-1299,RP5-935K16.1,PTCD1
hsa-miR-1299,RP5-935K16.1,RCAN2
hsa-miR-1299,RP5-935K16.1,YY1
hsa-miR-1299,RP5-935K16.1,CERS6
hsa-miR-1299,RP5-935K16.1,HMCN1
hsa-miR-1299,RP5-935K16.1,OCA2
hsa-miR-1299,RP5-935K16.1,ASAP1
hsa-miR-1299,RP5-935K16.1,ZNF326
hsa-miR-1299,RP5-935K16.1,ZC3H13
hsa-miR-1299,RP5-935K16.1,KDM1A
hsa-miR-1299,RP5-935K16.1,BCL7B
hsa-miR-1299,RP5-935K16.1,CD226
hsa-miR-1299,RP5-935K16.1,EIF4G1
hsa-miR-1299,RP5-935K16.1,FNDC3B
hsa-miR-1299,RP5-935K16.1,NBN
hsa-miR-1299,RP5-935K16.1,TBC1D16
hsa-miR-1299,RP5-935K16.1,TLR3
hsa-miR-1299,RP5-935K16.1,KDSR
hsa-miR-1299,RP5-935K16.1,ASB8
hsa-miR-1299,RP5-935K16.1,FAM46A
hsa-miR-1299,RP5-935K16.1,SRSF6
hsa-miR-1299,RP5-935K16.1,SH3PXD2A
hsa-miR-1299,RP5-935K16.1,DAP
hsa-miR-1299,RP5-935K16.1,BUB3
hsa-miR-1299,RP5-935K16.1,MIS18BP1
hsa-miR-1299,RP5-935K16.1,MAGI1
hsa-miR-1299,RP5-935K16.1,ZNFX1
hsa-miR-1299,RP5-935K16.1,PCM1
hsa-miR-1299,RP5-935K16.1,OCLN
hsa-miR-1299,RP5-935K16.1,SON
hsa-miR-1299,RP5-935K16.1,LRP11
hsa-miR-1299,RP5-935K16.1,CYSTM1
hsa-miR-1299,RP5-935K16.1,BSG
hsa-miR-1299,RP5-935K16.1,LDHB
hsa-miR-1299,RP5-935K16.1,ZC3H4
hsa-miR-1299,RP5-935K16.1,PPP1R11
hsa-miR-1299,RP5-935K16.1,HECTD1
hsa-miR-1299,RP5-935K16.1,PHF12
hsa-miR-1299,RP5-935K16.1,EFCAB14
hsa-miR-1299,RP5-935K16.1,MLXIP
hsa-miR-1299,RP5-935K16.1,ZSWIM4
hsa-miR-1299,RP5-935K16.1,R3HDM2
hsa-miR-1299,RP5-935K16.1,NACC2
hsa-miR-1299,RP5-935K16.1,CDC42BPA
hsa-miR-1299,RP5-935K16.1,GNAS
hsa-miR-1299,RP5-935K16.1,PARP9
hsa-miR-1299,RP5-935K16.1,VAMP3
hsa-miR-1299,RP5-935K16.1,CCT5
hsa-miR-1299,RP5-935K16.1,BBS9
hsa-miR-1299,RP5-935K16.1,EPB41
hsa-miR-1299,RP5-935K16.1,TCF20
hsa-miR-1299,RP5-935K16.1,FOXP2
hsa-miR-1299,RP5-935K16.1,RELA
hsa-miR-1299,RP5-935K16.1,EEF2
hsa-miR-1299,RP5-935K16.1,TGIF2
hsa-miR-1299,RP5-935K16.1,SSBP2
hsa-miR-1299,RP5-935K16.1,BACE2
hsa-miR-1299,RP5-935K16.1,GTF3C4
hsa-miR-1299,RP5-935K16.1,PDE4C
hsa-miR-1299,RP5-935K16.1,ZNF281
hsa-miR-1299,RP5-935K16.1,PIGS
hsa-miR-1299,RP5-935K16.1,KDELR2
hsa-miR-1299,RP5-935K16.1,ELOVL6
hsa-miR-1299,RP5-935K16.1,USO1
hsa-miR-1299,RP5-935K16.1,PCNX
hsa-miR-1299,RP5-935K16.1,CCSAP
hsa-miR-1299,RP5-935K16.1,UBC
hsa-miR-1299,RP5-935K16.1,TFRC
hsa-miR-1299,RP5-935K16.1,F11R
hsa-miR-1299,RP5-935K16.1,SSR2
hsa-miR-1299,RP5-935K16.1,TRIM56
hsa-miR-1299,RP5-935K16.1,NCLN
hsa-miR-1299,RP5-935K16.1,UBBP4
hsa-miR-1299,RP5-935K16.1,WIZ
hsa-miR-1299,RP5-935K16.1,PHC2
hsa-miR-1299,RP5-935K16.1,CUL4A
hsa-miR-1299,RP5-935K16.1,NSD1
hsa-miR-1299,RP5-935K16.1,HLA-C
hsa-miR-1299,RP5-935K16.1,IQSEC2
hsa-miR-1299,RP5-935K16.1,SURF4
hsa-miR-1299,RP5-935K16.1,CD44
hsa-miR-1299,RP5-935K16.1,FBXW11
hsa-miR-1299,RP5-935K16.1,PEX5L
hsa-miR-1299,RP5-935K16.1,AP2B1
hsa-miR-1299,RP5-935K16.1,PDZD11
hsa-miR-1299,RP5-935K16.1,KLHL15
hsa-miR-1299,RP5-935K16.1,HIPK1
hsa-miR-1299,RP5-935K16.1,FBXO34
hsa-miR-1299,RP5-935K16.1,ZSCAN25
hsa-miR-1299,RP5-935K16.1,PURB
hsa-miR-1299,RP5-935K16.1,B3GNT2
hsa-miR-1299,RP5-935K16.1,WTAP
hsa-miR-1299,RP5-935K16.1,SESN2
hsa-miR-1299,RP5-935K16.1,MAP3K7
hsa-miR-1299,RP5-935K16.1,MARCH1
hsa-miR-1299,RP5-935K16.1,TRAK1
hsa-miR-1299,RP5-935K16.1,TSN
hsa-miR-1299,RP5-935K16.1,PRRX1
hsa-miR-1299,RP5-935K16.1,SUPT7L
hsa-miR-1299,RP5-935K16.1,BZW1
hsa-miR-1299,RP5-935K16.1,SMOC2
hsa-miR-1299,RP5-935K16.1,EPCAM
hsa-miR-1299,RP5-935K16.1,PSMD1
hsa-miR-1299,RP5-935K16.1,SLC20A1
hsa-miR-1299,RP5-935K16.1,RAB3GAP1
hsa-miR-1299,RP5-935K16.1,HMG20A
hsa-miR-1299,RP5-935K16.1,UBB
hsa-miR-1299,RP5-935K16.1,SEL1L
hsa-miR-1299,RP5-935K16.1,UPF1
hsa-miR-1299,RP5-935K16.1,MAN1A2
hsa-miR-1299,RP5-935K16.1,HSPH1
hsa-miR-1299,RP5-935K16.1,ETFA
hsa-miR-1299,RP5-935K16.1,ZNF267
hsa-miR-1299,RP5-935K16.1,KLHL9
hsa-miR-1299,RP5-935K16.1,RBM23
hsa-miR-1299,RP5-935K16.1,STIP1
hsa-miR-1299,RP5-935K16.1,IL4R
hsa-miR-1299,RP5-935K16.1,ERC1
hsa-miR-1299,RP5-935K16.1,SCARB2
hsa-miR-1299,RP5-935K16.1,CNOT6
hsa-miR-1299,RP5-935K16.1,PFKFB2
hsa-miR-1299,RP5-935K16.1,STAT3
hsa-miR-1299,RP5-935K16.1,MAP4K4
hsa-miR-1299,RP5-935K16.1,MYO18A
hsa-miR-1299,RP5-935K16.1,URGCP
hsa-miR-1299,RP5-935K16.1,CCDC158
hsa-miR-1299,RP5-935K16.1,CCDC71L
hsa-miR-1299,RP5-935K16.1,ZZZ3
hsa-miR-1299,RP5-935K16.1,TRIB3
hsa-miR-1299,RP5-935K16.1,ADAMTS5
hsa-miR-1299,RP5-935K16.1,OSBPL11
hsa-miR-1299,RP5-935K16.1,AMBRA1
hsa-miR-1299,RP5-935K16.1,ARG2
hsa-miR-1299,RP5-935K16.1,DYNC1H1
hsa-miR-1299,RP5-935K16.1,EPB41L3
hsa-miR-1299,RP5-935K16.1,NUP155
hsa-miR-1299,RP5-935K16.1,AREL1
hsa-miR-1299,RP5-935K16.1,SMARCA2
hsa-miR-1299,RP11-175O19.4,DCAF4
hsa-miR-1299,RP11-175O19.4,WBP1L
hsa-miR-1299,RP11-175O19.4,HIPK2
hsa-miR-1299,RP11-175O19.4,TMPO
hsa-miR-1299,RP11-175O19.4,SLC12A2
hsa-miR-1299,RP11-175O19.4,UBR3
hsa-miR-1299,RP11-175O19.4,TMBIM6
hsa-miR-1299,RP11-175O19.4,ATP1B3
hsa-miR-1299,RP11-175O19.4,DCAF15
hsa-miR-1299,RP11-175O19.4,BACH1
hsa-miR-1299,RP11-175O19.4,MPDZ
hsa-miR-1299,RP11-175O19.4,MYRF
hsa-miR-1299,RP11-175O19.4,C1orf109
hsa-miR-1299,RP11-175O19.4,CD274
hsa-miR-1299,RP11-175O19.4,AVL9
hsa-miR-1299,RP11-175O19.4,ARAP1
hsa-miR-1299,RP11-175O19.4,CCND1
hsa-miR-1299,RP11-175O19.4,SOD1
hsa-miR-1299,RP11-175O19.4,SCAMP2
hsa-miR-1299,RP11-175O19.4,METTL8
hsa-miR-1299,RP11-175O19.4,SLC30A4
hsa-miR-1299,RP11-175O19.4,RUNX2
hsa-miR-1299,RP11-175O19.4,PDPK1
hsa-miR-1299,RP11-175O19.4,ATM
hsa-miR-1299,RP11-175O19.4,RRAGC
hsa-miR-1299,RP11-175O19.4,ZNF24
hsa-miR-1299,RP11-175O19.4,DPY19L3
hsa-miR-1299,RP11-175O19.4,YIPF2
hsa-miR-1299,RP11-175O19.4,FXR1
hsa-miR-1299,RP11-175O19.4,BEND6
hsa-miR-1299,RP11-175O19.4,LRMP
hsa-miR-1299,RP11-175O19.4,ZNF37A
hsa-miR-1299,RP11-175O19.4,DAB2
hsa-miR-1299,RP11-175O19.4,STARD13
hsa-miR-1299,RP11-175O19.4,CLCN3
hsa-miR-1299,RP11-175O19.4,MED10
hsa-miR-1299,RP11-175O19.4,PIGX
hsa-miR-1299,RP11-175O19.4,PAGR1
hsa-miR-1299,RP11-175O19.4,CTTN
hsa-miR-1299,RP11-175O19.4,SFXN1
hsa-miR-1299,RP11-175O19.4,FOXK2
hsa-miR-1299,RP11-175O19.4,PITRM1
hsa-miR-1299,RP11-175O19.4,DNMBP
hsa-miR-1299,RP11-175O19.4,TRIM25
hsa-miR-1299,RP11-175O19.4,CHMP7
hsa-miR-1299,RP11-175O19.4,EXOC5
hsa-miR-1299,RP11-175O19.4,BAZ1B
hsa-miR-1299,RP11-175O19.4,PPP4R1
hsa-miR-1299,RP11-175O19.4,DHCR24
hsa-miR-1299,RP11-175O19.4,EPB41L1
hsa-miR-1299,RP11-175O19.4,EHD3
hsa-miR-1299,RP11-175O19.4,ZFP36
hsa-miR-1299,RP11-175O19.4,TIAF1
hsa-miR-1299,RP11-175O19.4,TMEM151A
hsa-miR-1299,RP11-175O19.4,FAM8A1
hsa-miR-1299,RP11-175O19.4,RTN4R
hsa-miR-1299,RP11-175O19.4,ADAM12
hsa-miR-1299,RP11-175O19.4,ZMYM2
hsa-miR-1299,RP11-175O19.4,C11orf54
hsa-miR-1299,RP11-175O19.4,CANX
hsa-miR-1299,RP11-175O19.4,NDST1
hsa-miR-1299,RP11-175O19.4,MAP3K3
hsa-miR-1299,RP11-175O19.4,MEST
hsa-miR-1299,RP11-175O19.4,RPRD2
hsa-miR-1299,RP11-175O19.4,STEAP3
hsa-miR-1299,RP11-175O19.4,MDC1
hsa-miR-1299,RP11-175O19.4,EIF4G2
hsa-miR-1299,RP11-175O19.4,MAP2K4
hsa-miR-1299,RP11-175O19.4,MYH9
hsa-miR-1299,RP11-175O19.4,DDX6
hsa-miR-1299,RP11-175O19.4,GTF2H1
hsa-miR-1299,RP11-175O19.4,SP1
hsa-miR-1299,RP11-175O19.4,CYFIP1
hsa-miR-1299,RP11-175O19.4,PTPRM
hsa-miR-1299,RP11-175O19.4,TMEM184B
hsa-miR-1299,RP11-175O19.4,ABCA5
hsa-miR-1299,RP11-175O19.4,FAT1
hsa-miR-1299,RP11-175O19.4,PIP4K2C
hsa-miR-1299,RP11-175O19.4,SP3
hsa-miR-1299,RP11-175O19.4,ZNF850
hsa-miR-1299,RP11-175O19.4,FAIM2
hsa-miR-1299,RP11-175O19.4,TRIP11
hsa-miR-1299,RP11-175O19.4,OAS3
hsa-miR-1299,RP11-175O19.4,NUDT21
hsa-miR-1299,RP11-175O19.4,NDRG4
hsa-miR-1299,RP11-175O19.4,PRLR
hsa-miR-1299,RP11-175O19.4,MLLT4
hsa-miR-1299,RP11-175O19.4,STRN4
hsa-miR-1299,RP11-175O19.4,PRDM2
hsa-miR-1299,RP11-175O19.4,YOD1
hsa-miR-1299,RP11-175O19.4,PLK1
hsa-miR-1299,RP11-175O19.4,RBMS3
hsa-miR-1299,RP11-175O19.4,ZFR
hsa-miR-1299,RP11-175O19.4,MAX
hsa-miR-1299,RP11-175O19.4,RALBP1
hsa-miR-1299,RP11-175O19.4,BEND4
hsa-miR-1299,RP11-175O19.4,MRPL20
hsa-miR-1299,RP11-175O19.4,PTCD1
hsa-miR-1299,RP11-175O19.4,RCAN2
hsa-miR-1299,RP11-175O19.4,YY1
hsa-miR-1299,RP11-175O19.4,CERS6
hsa-miR-1299,RP11-175O19.4,HMCN1
hsa-miR-1299,RP11-175O19.4,OCA2
hsa-miR-1299,RP11-175O19.4,ASAP1
hsa-miR-1299,RP11-175O19.4,ZNF326
hsa-miR-1299,RP11-175O19.4,ZC3H13
hsa-miR-1299,RP11-175O19.4,KDM1A
hsa-miR-1299,RP11-175O19.4,BCL7B
hsa-miR-1299,RP11-175O19.4,CD226
hsa-miR-1299,RP11-175O19.4,EIF4G1
hsa-miR-1299,RP11-175O19.4,FNDC3B
hsa-miR-1299,RP11-175O19.4,NBN
hsa-miR-1299,RP11-175O19.4,TBC1D16
hsa-miR-1299,RP11-175O19.4,TLR3
hsa-miR-1299,RP11-175O19.4,KDSR
hsa-miR-1299,RP11-175O19.4,ASB8
hsa-miR-1299,RP11-175O19.4,FAM46A
hsa-miR-1299,RP11-175O19.4,SRSF6
hsa-miR-1299,RP11-175O19.4,SH3PXD2A
hsa-miR-1299,RP11-175O19.4,DAP
hsa-miR-1299,RP11-175O19.4,BUB3
hsa-miR-1299,RP11-175O19.4,MIS18BP1
hsa-miR-1299,RP11-175O19.4,MAGI1
hsa-miR-1299,RP11-175O19.4,ZNFX1
hsa-miR-1299,RP11-175O19.4,PCM1
hsa-miR-1299,RP11-175O19.4,OCLN
hsa-miR-1299,RP11-175O19.4,SON
hsa-miR-1299,RP11-175O19.4,LRP11
hsa-miR-1299,RP11-175O19.4,CYSTM1
hsa-miR-1299,RP11-175O19.4,BSG
hsa-miR-1299,RP11-175O19.4,LDHB
hsa-miR-1299,RP11-175O19.4,ZC3H4
hsa-miR-1299,RP11-175O19.4,PPP1R11
hsa-miR-1299,RP11-175O19.4,HECTD1
hsa-miR-1299,RP11-175O19.4,PHF12
hsa-miR-1299,RP11-175O19.4,EFCAB14
hsa-miR-1299,RP11-175O19.4,MLXIP
hsa-miR-1299,RP11-175O19.4,ZSWIM4
hsa-miR-1299,RP11-175O19.4,R3HDM2
hsa-miR-1299,RP11-175O19.4,NACC2
hsa-miR-1299,RP11-175O19.4,CDC42BPA
hsa-miR-1299,RP11-175O19.4,GNAS
hsa-miR-1299,RP11-175O19.4,PARP9
hsa-miR-1299,RP11-175O19.4,VAMP3
hsa-miR-1299,RP11-175O19.4,CCT5
hsa-miR-1299,RP11-175O19.4,BBS9
hsa-miR-1299,RP11-175O19.4,EPB41
hsa-miR-1299,RP11-175O19.4,TCF20
hsa-miR-1299,RP11-175O19.4,FOXP2
hsa-miR-1299,RP11-175O19.4,RELA
hsa-miR-1299,RP11-175O19.4,EEF2
hsa-miR-1299,RP11-175O19.4,TGIF2
hsa-miR-1299,RP11-175O19.4,SSBP2
hsa-miR-1299,RP11-175O19.4,BACE2
hsa-miR-1299,RP11-175O19.4,GTF3C4
hsa-miR-1299,RP11-175O19.4,PDE4C
hsa-miR-1299,RP11-175O19.4,ZNF281
hsa-miR-1299,RP11-175O19.4,PIGS
hsa-miR-1299,RP11-175O19.4,KDELR2
hsa-miR-1299,RP11-175O19.4,ELOVL6
hsa-miR-1299,RP11-175O19.4,USO1
hsa-miR-1299,RP11-175O19.4,PCNX
hsa-miR-1299,RP11-175O19.4,CCSAP
hsa-miR-1299,RP11-175O19.4,UBC
hsa-miR-1299,RP11-175O19.4,TFRC
hsa-miR-1299,RP11-175O19.4,F11R
hsa-miR-1299,RP11-175O19.4,SSR2
hsa-miR-1299,RP11-175O19.4,TRIM56
hsa-miR-1299,RP11-175O19.4,NCLN
hsa-miR-1299,RP11-175O19.4,UBBP4
hsa-miR-1299,RP11-175O19.4,WIZ
hsa-miR-1299,RP11-175O19.4,PHC2
hsa-miR-1299,RP11-175O19.4,CUL4A
hsa-miR-1299,RP11-175O19.4,NSD1
hsa-miR-1299,RP11-175O19.4,HLA-C
hsa-miR-1299,RP11-175O19.4,IQSEC2
hsa-miR-1299,RP11-175O19.4,SURF4
hsa-miR-1299,RP11-175O19.4,CD44
hsa-miR-1299,RP11-175O19.4,FBXW11
hsa-miR-1299,RP11-175O19.4,PEX5L
hsa-miR-1299,RP11-175O19.4,AP2B1
hsa-miR-1299,RP11-175O19.4,PDZD11
hsa-miR-1299,RP11-175O19.4,KLHL15
hsa-miR-1299,RP11-175O19.4,HIPK1
hsa-miR-1299,RP11-175O19.4,FBXO34
hsa-miR-1299,RP11-175O19.4,ZSCAN25
hsa-miR-1299,RP11-175O19.4,PURB
hsa-miR-1299,RP11-175O19.4,B3GNT2
hsa-miR-1299,RP11-175O19.4,WTAP
hsa-miR-1299,RP11-175O19.4,SESN2
hsa-miR-1299,RP11-175O19.4,MAP3K7
hsa-miR-1299,RP11-175O19.4,MARCH1
hsa-miR-1299,RP11-175O19.4,TRAK1
hsa-miR-1299,RP11-175O19.4,TSN
hsa-miR-1299,RP11-175O19.4,PRRX1
hsa-miR-1299,RP11-175O19.4,SUPT7L
hsa-miR-1299,RP11-175O19.4,BZW1
hsa-miR-1299,RP11-175O19.4,SMOC2
hsa-miR-1299,RP11-175O19.4,EPCAM
hsa-miR-1299,RP11-175O19.4,PSMD1
hsa-miR-1299,RP11-175O19.4,SLC20A1
hsa-miR-1299,RP11-175O19.4,RAB3GAP1
hsa-miR-1299,RP11-175O19.4,HMG20A
hsa-miR-1299,RP11-175O19.4,UBB
hsa-miR-1299,RP11-175O19.4,SEL1L
hsa-miR-1299,RP11-175O19.4,UPF1
hsa-miR-1299,RP11-175O19.4,MAN1A2
hsa-miR-1299,RP11-175O19.4,HSPH1
hsa-miR-1299,RP11-175O19.4,ETFA
hsa-miR-1299,RP11-175O19.4,ZNF267
hsa-miR-1299,RP11-175O19.4,KLHL9
hsa-miR-1299,RP11-175O19.4,RBM23
hsa-miR-1299,RP11-175O19.4,STIP1
hsa-miR-1299,RP11-175O19.4,IL4R
hsa-miR-1299,RP11-175O19.4,ERC1
hsa-miR-1299,RP11-175O19.4,SCARB2
hsa-miR-1299,RP11-175O19.4,CNOT6
hsa-miR-1299,RP11-175O19.4,PFKFB2
hsa-miR-1299,RP11-175O19.4,STAT3
hsa-miR-1299,RP11-175O19.4,MAP4K4
hsa-miR-1299,RP11-175O19.4,MYO18A
hsa-miR-1299,RP11-175O19.4,URGCP
hsa-miR-1299,RP11-175O19.4,CCDC158
hsa-miR-1299,RP11-175O19.4,CCDC71L
hsa-miR-1299,RP11-175O19.4,ZZZ3
hsa-miR-1299,RP11-175O19.4,TRIB3
hsa-miR-1299,RP11-175O19.4,ADAMTS5
hsa-miR-1299,RP11-175O19.4,OSBPL11
hsa-miR-1299,RP11-175O19.4,AMBRA1
hsa-miR-1299,RP11-175O19.4,ARG2
hsa-miR-1299,RP11-175O19.4,DYNC1H1
hsa-miR-1299,RP11-175O19.4,EPB41L3
hsa-miR-1299,RP11-175O19.4,NUP155
hsa-miR-1299,RP11-175O19.4,AREL1
hsa-miR-1299,RP11-175O19.4,SMARCA2
hsa-miR-3167,RP6-24A23.7,NDRG1
hsa-miR-3167,RP6-24A23.7,WASF2
hsa-miR-3167,RP6-24A23.7,MAT2A
hsa-miR-3167,RP6-24A23.7,C1RL
hsa-miR-3167,RP6-24A23.7,PYGO1
hsa-miR-3167,RP6-24A23.7,PER1
hsa-miR-3167,RP6-24A23.7,ATXN1
hsa-miR-3167,RP6-24A23.7,ZNF502
hsa-miR-3167,RP6-24A23.7,AURKA
hsa-miR-3167,RP6-24A23.7,TOR1B
hsa-miR-3167,RP6-24A23.7,ALG1
hsa-miR-3167,RP6-24A23.7,C8orf4
hsa-miR-3167,RP6-24A23.7,BRI3BP
hsa-miR-3167,RP6-24A23.7,PRDX3
hsa-miR-3167,RP6-24A23.7,ZNF277
hsa-miR-3167,RP6-24A23.7,USP48
hsa-miR-3167,RP6-24A23.7,METTL16
hsa-miR-3167,RP6-24A23.7,CLCN6
hsa-miR-3167,RP6-24A23.7,DNAJB9
hsa-miR-3167,RP6-24A23.7,TTLL12
hsa-miR-3167,RP6-24A23.7,RGS5
hsa-miR-3167,RP6-24A23.7,CALM2
hsa-miR-3167,RP6-24A23.7,ZNF131
hsa-miR-3167,RP6-24A23.7,ANO8
hsa-miR-3167,RP6-24A23.7,FUT11
hsa-miR-3167,RP6-24A23.7,P2RY1
hsa-miR-3167,RP6-24A23.7,TMX2
hsa-miR-3167,RP6-24A23.7,HSPD1
hsa-miR-3167,RP6-24A23.7,PLEKHG2
hsa-miR-3167,RP6-24A23.7,AKR7A2
hsa-miR-3167,RP6-24A23.7,EMP2
hsa-miR-3167,RP6-24A23.7,RBM4B
hsa-miR-3167,RP6-24A23.7,ZNF256
hsa-miR-3167,RP6-24A23.7,C8orf58
hsa-miR-3167,RP6-24A23.7,VPS4A
hsa-miR-3167,RP6-24A23.7,IKZF2
hsa-miR-3167,RP6-24A23.7,AGAP1
hsa-miR-3167,RP6-24A23.7,TXLNG
hsa-miR-3167,RP6-24A23.7,TIMELESS
hsa-miR-3167,RP6-24A23.7,PGPEP1
hsa-miR-3167,RP6-24A23.7,TPM4
hsa-miR-3167,RP6-24A23.7,RORA
hsa-miR-3167,RP6-24A23.7,CBX1
hsa-miR-3167,RP6-24A23.7,ZNF707
hsa-miR-3167,RP6-24A23.7,ABCG2
hsa-miR-3167,RP6-24A23.7,RBMXL1
hsa-miR-3167,RP6-24A23.7,HIST1H3E
hsa-miR-3167,RP6-24A23.7,SRRM4
hsa-miR-3167,RP6-24A23.7,RPS16
hsa-miR-3167,RP6-24A23.7,ZNF507
hsa-miR-3167,RP6-24A23.7,SSR2
hsa-miR-3167,RP6-24A23.7,ATP5F1
hsa-miR-3167,RP6-24A23.7,PPM1K
hsa-miR-3167,RP6-24A23.7,PTPN14
hsa-miR-3167,RP6-24A23.7,RPP25
hsa-miR-3167,RP6-24A23.7,CTC1
hsa-miR-3167,RP6-24A23.7,RFWD3
hsa-miR-3167,RP6-24A23.7,HTR7
hsa-miR-3167,RP6-24A23.7,KIAA0895
hsa-miR-3167,RP6-24A23.7,EPB41L1
hsa-miR-3167,RP6-24A23.7,TOMM20
hsa-miR-3167,RP6-24A23.7,TAOK1
hsa-miR-3167,RP6-24A23.7,P2RX7
hsa-miR-3167,RP6-24A23.7,CAPZA1
hsa-miR-3167,RP6-24A23.7,SLC10A3
hsa-miR-3167,RP6-24A23.7,TAPBP
hsa-miR-3167,RP6-24A23.7,MAOB
hsa-miR-3167,MIR181A1HG,NDRG1
hsa-miR-3167,MIR181A1HG,WASF2
hsa-miR-3167,MIR181A1HG,MAT2A
hsa-miR-3167,MIR181A1HG,C1RL
hsa-miR-3167,MIR181A1HG,PYGO1
hsa-miR-3167,MIR181A1HG,PER1
hsa-miR-3167,MIR181A1HG,ATXN1
hsa-miR-3167,MIR181A1HG,ZNF502
hsa-miR-3167,MIR181A1HG,AURKA
hsa-miR-3167,MIR181A1HG,TOR1B
hsa-miR-3167,MIR181A1HG,ALG1
hsa-miR-3167,MIR181A1HG,C8orf4
hsa-miR-3167,MIR181A1HG,BRI3BP
hsa-miR-3167,MIR181A1HG,PRDX3
hsa-miR-3167,MIR181A1HG,ZNF277
hsa-miR-3167,MIR181A1HG,USP48
hsa-miR-3167,MIR181A1HG,METTL16
hsa-miR-3167,MIR181A1HG,CLCN6
hsa-miR-3167,MIR181A1HG,DNAJB9
hsa-miR-3167,MIR181A1HG,TTLL12
hsa-miR-3167,MIR181A1HG,RGS5
hsa-miR-3167,MIR181A1HG,CALM2
hsa-miR-3167,MIR181A1HG,ZNF131
hsa-miR-3167,MIR181A1HG,ANO8
hsa-miR-3167,MIR181A1HG,FUT11
hsa-miR-3167,MIR181A1HG,P2RY1
hsa-miR-3167,MIR181A1HG,TMX2
hsa-miR-3167,MIR181A1HG,HSPD1
hsa-miR-3167,MIR181A1HG,PLEKHG2
hsa-miR-3167,MIR181A1HG,AKR7A2
hsa-miR-3167,MIR181A1HG,EMP2
hsa-miR-3167,MIR181A1HG,RBM4B
hsa-miR-3167,MIR181A1HG,ZNF256
hsa-miR-3167,MIR181A1HG,C8orf58
hsa-miR-3167,MIR181A1HG,VPS4A
hsa-miR-3167,MIR181A1HG,IKZF2
hsa-miR-3167,MIR181A1HG,AGAP1
hsa-miR-3167,MIR181A1HG,TXLNG
hsa-miR-3167,MIR181A1HG,TIMELESS
hsa-miR-3167,MIR181A1HG,PGPEP1
hsa-miR-3167,MIR181A1HG,TPM4
hsa-miR-3167,MIR181A1HG,RORA
hsa-miR-3167,MIR181A1HG,CBX1
hsa-miR-3167,MIR181A1HG,ZNF707
hsa-miR-3167,MIR181A1HG,ABCG2
hsa-miR-3167,MIR181A1HG,RBMXL1
hsa-miR-3167,MIR181A1HG,HIST1H3E
hsa-miR-3167,MIR181A1HG,SRRM4
hsa-miR-3167,MIR181A1HG,RPS16
hsa-miR-3167,MIR181A1HG,ZNF507
hsa-miR-3167,MIR181A1HG,SSR2
hsa-miR-3167,MIR181A1HG,ATP5F1
hsa-miR-3167,MIR181A1HG,PPM1K
hsa-miR-3167,MIR181A1HG,PTPN14
hsa-miR-3167,MIR181A1HG,RPP25
hsa-miR-3167,MIR181A1HG,CTC1
hsa-miR-3167,MIR181A1HG,RFWD3
hsa-miR-3167,MIR181A1HG,HTR7
hsa-miR-3167,MIR181A1HG,KIAA0895
hsa-miR-3167,MIR181A1HG,EPB41L1
hsa-miR-3167,MIR181A1HG,TOMM20
hsa-miR-3167,MIR181A1HG,TAOK1
hsa-miR-3167,MIR181A1HG,P2RX7
hsa-miR-3167,MIR181A1HG,CAPZA1
hsa-miR-3167,MIR181A1HG,SLC10A3
hsa-miR-3167,MIR181A1HG,TAPBP
hsa-miR-3167,MIR181A1HG,MAOB
hsa-miR-3167,RP11-439E19.10,NDRG1
hsa-miR-3167,RP11-439E19.10,WASF2
hsa-miR-3167,RP11-439E19.10,MAT2A
hsa-miR-3167,RP11-439E19.10,C1RL
hsa-miR-3167,RP11-439E19.10,PYGO1
hsa-miR-3167,RP11-439E19.10,PER1
hsa-miR-3167,RP11-439E19.10,ATXN1
hsa-miR-3167,RP11-439E19.10,ZNF502
hsa-miR-3167,RP11-439E19.10,AURKA
hsa-miR-3167,RP11-439E19.10,TOR1B
hsa-miR-3167,RP11-439E19.10,ALG1
hsa-miR-3167,RP11-439E19.10,C8orf4
hsa-miR-3167,RP11-439E19.10,BRI3BP
hsa-miR-3167,RP11-439E19.10,PRDX3
hsa-miR-3167,RP11-439E19.10,ZNF277
hsa-miR-3167,RP11-439E19.10,USP48
hsa-miR-3167,RP11-439E19.10,METTL16
hsa-miR-3167,RP11-439E19.10,CLCN6
hsa-miR-3167,RP11-439E19.10,DNAJB9
hsa-miR-3167,RP11-439E19.10,TTLL12
hsa-miR-3167,RP11-439E19.10,RGS5
